Month,Region,Purpose,Nights
2006 Jan,Tropical North Queensland,Business,38.517587
2006 Jan,Tropical North Queensland,Other reason,3.327686
2006 Jan,Whitsundays,Holiday,142.42487
2006 Jan,Whitsundays,Visiting friends and relatives,59.629185
2006 Jan,Whitsundays,Business,0
2006 Jan,Whitsundays,Other reason,0
2006 Jan,Capricorn,Holiday,129.277904
2006 Jan,Capricorn,Visiting friends and relatives,189.193231
2006 Jan,Capricorn,Business,0
2006 Jan,Capricorn,Other reason,0
2006 Jan,Gladstone,Holiday,41.604522
2006 Jan,Gladstone,Visiting friends and relatives,91.293521
2006 Jan,Gladstone,Business,23.952803
2006 Jan,Gladstone,Other reason,0
2006 Jan,Adelaide,Holiday,341.052249
2006 Jan,Adelaide,Visiting friends and relatives,535.979779
2006 Jan,Adelaide,Business,123.042922
2006 Jan,Adelaide,Other reason,25.811588
2006 Jan,Adelaide Hills,Holiday,22.214887
2006 Jan,Adelaide Hills,Visiting friends and relatives,17.7603
2006 Jan,Adelaide Hills,Business,3.597741
2006 Jan,Adelaide Hills,Other reason,0.320024
2006 Jan,Barossa,Holiday,80.439079
2006 Jan,Barossa,Visiting friends and relatives,17.667021
2006 Jan,Barossa,Business,0
2006 Jan,Barossa,Other reason,0
2006 Jan,Clare Valley,Holiday,87.397414
2006 Jan,Clare Valley,Visiting friends and relatives,46.322855
2006 Jan,Clare Valley,Business,0
2006 Jan,Clare Valley,Other reason,3.328256
2006 Jan,Eyre Peninsula,Holiday,191.76421
2006 Jan,Eyre Peninsula,Visiting friends and relatives,120.123931
2006 Jan,Eyre Peninsula,Business,6.176278
2006 Jan,Eyre Peninsula,Other reason,11.519974
2006 Jan,Fleurieu Peninsula,Holiday,467.789392
2006 Jan,Fleurieu Peninsula,Visiting friends and relatives,95.551632
2006 Jan,Fleurieu Peninsula,Business,17.634263
2006 Jan,Fleurieu Peninsula,Other reason,0
2006 Jan,Limestone Coast,Holiday,118.616226
2006 Jan,Limestone Coast,Visiting friends and relatives,146.076914
2006 Jan,Limestone Coast,Business,39.015703
2006 Jan,Limestone Coast,Other reason,1.622974
2006 Jan,"Murray River, Lakes and Coorong",Holiday,99.033711
2006 Jan,"Murray River, Lakes and Coorong",Visiting friends and relatives,60.13439
2006 Jan,"Murray River, Lakes and Coorong",Business,10.867498
2006 Jan,"Murray River, Lakes and Coorong",Other reason,0
2006 Jan,Riverland,Holiday,114.404042
2006 Jan,Riverland,Visiting friends and relatives,26.115107
2006 Jan,Riverland,Business,0
2006 Jan,Riverland,Other reason,0.989434
2006 Jan,Yorke Peninsula,Holiday,270.355362
2006 Jan,Yorke Peninsula,Visiting friends and relatives,46.185377
2006 Jan,Yorke Peninsula,Business,3.330231
2006 Jan,Yorke Peninsula,Other reason,3.287982
2006 Jan,Flinders Ranges and Outback,Holiday,42.80566
2006 Jan,Flinders Ranges and Outback,Visiting friends and relatives,43.865913
2006 Jan,Flinders Ranges and Outback,Business,19.442117
2006 Jan,Flinders Ranges and Outback,Other reason,0.640048
2006 Jan,Kangaroo Island,Holiday,90.019234
2006 Jan,Kangaroo Island,Visiting friends and relatives,9.382853
2006 Jan,Kangaroo Island,Business,4.022073
2006 Jan,Kangaroo Island,Other reason,0
2006 Jan,Destination Perth,Holiday,735.463471
2006 Jan,Destination Perth,Visiting friends and relatives,717.016737
2006 Jan,Destination Perth,Business,36.871966
2006 Jan,Destination Perth,Other reason,50.382927
2006 Jan,Australia's Golden Outback,Holiday,101.805644
2006 Jan,Australia's Golden Outback,Visiting friends and relatives,52.550652
2006 Jan,Australia's Golden Outback,Business,19.400772
2006 Jan,Australia's Golden Outback,Other reason,13.573951
2006 Jan,Australia's North West,Holiday,51.022715
2006 Jan,Australia's North West,Visiting friends and relatives,24.161741
2006 Jan,Australia's North West,Business,36.559561
2006 Jan,Australia's North West,Other reason,0
2006 Jan,Australia's South West,Holiday,831.153422
2006 Jan,Australia's South West,Visiting friends and relatives,216.339445
2006 Jan,Australia's South West,Business,33.128216
2006 Jan,Australia's South West,Other reason,17.888596
2006 Jan,Australia's Coral Coast,Holiday,227.470226
2006 Jan,Australia's Coral Coast,Visiting friends and relatives,56.806426
2006 Jan,Australia's Coral Coast,Business,4.030199
2006 Jan,Australia's Coral Coast,Other reason,0
2006 Jan,Hobart and the South,Holiday,540.146862
2006 Jan,Hobart and the South,Visiting friends and relatives,147.10447
2006 Jan,Hobart and the South,Business,20.644672
2006 Jan,Hobart and the South,Other reason,28.269917
2006 Jan,East Coast,Holiday,225.077039
2006 Jan,East Coast,Visiting friends and relatives,30.480738
2006 Jan,East Coast,Business,3.083129
2006 Jan,East Coast,Other reason,0.775248
2006 Jan,Launceston and the North,Holiday,162.936377
2006 Jan,Launceston and the North,Visiting friends and relatives,78.898481
2006 Jan,Launceston and the North,Business,11.878839
2006 Jan,Launceston and the North,Other reason,15.614422
2006 Jan,North West,Holiday,127.830665
2006 Jan,North West,Visiting friends and relatives,100.507809
2006 Jan,North West,Business,5.989535
2006 Jan,North West,Other reason,6.500232
2006 Jan,West Coast,Holiday,30.141312
2006 Jan,West Coast,Visiting friends and relatives,2.794101
2006 Jan,West Coast,Business,0
2006 Jan,West Coast,Other reason,0
2006 Jan,Darwin,Holiday,92.047416
2006 Jan,Darwin,Visiting friends and relatives,16.93321
2006 Jan,Darwin,Business,13.426795
2006 Jan,Darwin,Other reason,9.48329
2006 Jan,Barkly,Holiday,8.202353
2006 Jan,Barkly,Visiting friends and relatives,1.574709
2006 Jan,Barkly,Business,4.199352
2006 Jan,Barkly,Other reason,0
2006 Jan,Alice Springs,Holiday,38.436843
2006 Jan,Alice Springs,Visiting friends and relatives,11.527112
2006 Jan,Alice Springs,Business,7.035663
2006 Jan,Alice Springs,Other reason,0
2006 Jan,Litchfield Kakadu Arnhem,Holiday,48.292461
2006 Jan,Litchfield Kakadu Arnhem,Visiting friends and relatives,0
2006 Jan,Litchfield Kakadu Arnhem,Business,19.730314
2006 Jan,Litchfield Kakadu Arnhem,Other reason,0
2006 Jan,Katherine Daly,Holiday,20.116867
2006 Jan,Katherine Daly,Visiting friends and relatives,9.049489
2006 Jan,Katherine Daly,Business,19.863456
2006 Jan,Katherine Daly,Other reason,1.021526
2006 Jan,Lasseter,Holiday,7.583092
2006 Jan,Lasseter,Visiting friends and relatives,0.598413
2006 Jan,Lasseter,Business,0
2006 Jan,Lasseter,Other reason,0
2006 Jan,MacDonnell,Holiday,0
2006 Jan,MacDonnell,Visiting friends and relatives,0.465015
2006 Jan,MacDonnell,Business,8.11487
2006 Jan,MacDonnell,Other reason,0
2006 Jan,Canberra,Holiday,175.673384
2006 Jan,Canberra,Visiting friends and relatives,340.432325
2006 Jan,Canberra,Business,33.580985
2006 Jan,Canberra,Other reason,8.761792
2006 Feb,Sydney,Holiday,436.213645
2006 Feb,Sydney,Visiting friends and relatives,653.989207
2006 Feb,Sydney,Business,389.372082
2006 Feb,Sydney,Other reason,69.290757
2006 Feb,Blue Mountains,Holiday,23.611655
2006 Feb,Blue Mountains,Visiting friends and relatives,66.917516
2006 Feb,Blue Mountains,Business,7.982526
2006 Feb,Blue Mountains,Other reason,0
2006 Feb,Capital Country,Holiday,33.897052
2006 Feb,Capital Country,Visiting friends and relatives,121.942373
2006 Feb,Capital Country,Business,16.977867
2006 Feb,Capital Country,Other reason,3.745132
2006 Feb,Central Coast,Holiday,195.349102
2006 Feb,Central Coast,Visiting friends and relatives,85.989618
2006 Feb,Central Coast,Business,15.950943
2006 Feb,Central Coast,Other reason,20.463666
2006 Feb,Central NSW,Holiday,86.793965
2006 Feb,Central NSW,Visiting friends and relatives,128.288278
2006 Feb,Central NSW,Business,46.377356
2006 Feb,Central NSW,Other reason,18.269663
2006 Feb,Hunter,Holiday,226.83489
2006 Feb,Hunter,Visiting friends and relatives,154.158749
2006 Feb,Hunter,Business,84.011086
2006 Feb,Hunter,Other reason,17.298053
2006 Feb,New England North West,Holiday,102.831757
2006 Feb,New England North West,Visiting friends and relatives,76.683793
2006 Feb,New England North West,Business,33.98492
2006 Feb,New England North West,Other reason,98.9135
2006 Feb,North Coast NSW,Holiday,694.423307
2006 Feb,North Coast NSW,Visiting friends and relatives,186.429443
2006 Feb,North Coast NSW,Business,103.102919
2006 Feb,North Coast NSW,Other reason,27.485996
2006 Feb,Outback NSW,Holiday,37.52425
2006 Feb,Outback NSW,Visiting friends and relatives,10.329716
2006 Feb,Outback NSW,Business,2.7666
2006 Feb,Outback NSW,Other reason,12.000836
2006 Feb,Riverina,Holiday,20.117943
2006 Feb,Riverina,Visiting friends and relatives,62.151089
2006 Feb,Riverina,Business,1.541708
2006 Feb,Riverina,Other reason,1.849138
2006 Feb,Snowy Mountains,Holiday,62.889206
2006 Feb,Snowy Mountains,Visiting friends and relatives,2.384616
2006 Feb,Snowy Mountains,Business,8.39856
2006 Feb,Snowy Mountains,Other reason,0
2006 Feb,South Coast,Holiday,596.09354
2006 Feb,South Coast,Visiting friends and relatives,214.275114
2006 Feb,South Coast,Business,29.5087
2006 Feb,South Coast,Other reason,6.389403
2006 Feb,The Murray,Holiday,16.015035
2006 Feb,The Murray,Visiting friends and relatives,116.612008
2006 Feb,The Murray,Business,28.649637
2006 Feb,The Murray,Other reason,7.441854
2006 Feb,Melbourne,Holiday,382.62736
2006 Feb,Melbourne,Visiting friends and relatives,476.070259
2006 Feb,Melbourne,Business,223.652874
2006 Feb,Melbourne,Other reason,149.429728
2006 Feb,Ballarat,Holiday,27.470177
2006 Feb,Ballarat,Visiting friends and relatives,44.615903
2006 Feb,Ballarat,Business,7.311612
2006 Feb,Ballarat,Other reason,0.335222
2006 Feb,Bendigo Loddon,Holiday,41.63831
2006 Feb,Bendigo Loddon,Visiting friends and relatives,64.192375
2006 Feb,Bendigo Loddon,Business,20.398332
2006 Feb,Bendigo Loddon,Other reason,2.350443
2006 Feb,Central Highlands,Holiday,2.754088
2006 Feb,Central Highlands,Visiting friends and relatives,1.416061
2006 Feb,Central Highlands,Business,13.565178
2006 Feb,Central Highlands,Other reason,13.216077
2006 Feb,Central Murray,Holiday,77.173193
2006 Feb,Central Murray,Visiting friends and relatives,17.646768
2006 Feb,Central Murray,Business,6.267096
2006 Feb,Central Murray,Other reason,6.554622
2006 Feb,Geelong and the Bellarine,Holiday,153.10997
2006 Feb,Geelong and the Bellarine,Visiting friends and relatives,24.434369
2006 Feb,Geelong and the Bellarine,Business,3.083266
2006 Feb,Geelong and the Bellarine,Other reason,1.711891
2006 Feb,Gippsland,Holiday,91.933866
2006 Feb,Gippsland,Visiting friends and relatives,72.142434
2006 Feb,Gippsland,Business,79.314678
2006 Feb,Gippsland,Other reason,11.232512
2006 Feb,Goulburn,Holiday,19.55674
2006 Feb,Goulburn,Visiting friends and relatives,23.403585
2006 Feb,Goulburn,Business,5.127536
2006 Feb,Goulburn,Other reason,1.416062
2006 Feb,Great Ocean Road,Holiday,279.38071
2006 Feb,Great Ocean Road,Visiting friends and relatives,111.724354
2006 Feb,Great Ocean Road,Business,21.025896
2006 Feb,Great Ocean Road,Other reason,5.517338
2006 Feb,High Country,Holiday,78.909834
2006 Feb,High Country,Visiting friends and relatives,109.138917
2006 Feb,High Country,Business,15.667201
2006 Feb,High Country,Other reason,10.873789
2006 Feb,Lakes,Holiday,192.682594
2006 Feb,Lakes,Visiting friends and relatives,25.919588
2006 Feb,Lakes,Business,0
2006 Feb,Lakes,Other reason,0
2006 Feb,Macedon,Holiday,10.998581
2006 Feb,Macedon,Visiting friends and relatives,1.785075
2006 Feb,Macedon,Business,0
2006 Feb,Macedon,Other reason,0.616379
2006 Feb,Mallee,Holiday,32.113353
2006 Feb,Mallee,Visiting friends and relatives,17.772556
2006 Feb,Mallee,Business,107.22475
2006 Feb,Mallee,Other reason,0
2006 Feb,Melbourne East,Holiday,0
2006 Feb,Melbourne East,Visiting friends and relatives,32.672655
2006 Feb,Melbourne East,Business,0
2006 Feb,Melbourne East,Other reason,4.931036
2006 Feb,Murray East,Holiday,7.070725
2006 Feb,Murray East,Visiting friends and relatives,0
2006 Feb,Murray East,Business,0
2006 Feb,Murray East,Other reason,0.925254
2006 Feb,Peninsula,Holiday,134.055287
2006 Feb,Peninsula,Visiting friends and relatives,50.841669
2006 Feb,Peninsula,Business,5.961876
2006 Feb,Peninsula,Other reason,1.541709
2006 Feb,Phillip Island,Holiday,234.607116
2006 Feb,Phillip Island,Visiting friends and relatives,5.276523
2006 Feb,Phillip Island,Business,6.93741
2006 Feb,Phillip Island,Other reason,4.521726
2006 Feb,Spa Country,Holiday,13.498142
2006 Feb,Spa Country,Visiting friends and relatives,1.232758
2006 Feb,Spa Country,Business,2.139783
2006 Feb,Spa Country,Other reason,29.141246
2006 Feb,Upper Yarra,Holiday,29.559921
2006 Feb,Upper Yarra,Visiting friends and relatives,6.199784
2006 Feb,Upper Yarra,Business,9.3254
2006 Feb,Upper Yarra,Other reason,6.694033
2006 Feb,Western Grampians,Holiday,17.512241
2006 Feb,Western Grampians,Visiting friends and relatives,5.647604
2006 Feb,Western Grampians,Business,10.262063
2006 Feb,Western Grampians,Other reason,0.335222
2006 Feb,Wimmera,Holiday,4.317217
2006 Feb,Wimmera,Visiting friends and relatives,27.72198
2006 Feb,Wimmera,Business,0
2006 Feb,Wimmera,Other reason,0
2006 Feb,Brisbane,Holiday,291.694013
2006 Feb,Brisbane,Visiting friends and relatives,569.301421
2006 Feb,Brisbane,Business,139.0862
2006 Feb,Brisbane,Other reason,37.894587
2006 Feb,Bundaberg,Holiday,13.524016
2006 Feb,Bundaberg,Visiting friends and relatives,50.293445
2006 Feb,Bundaberg,Business,11.908427
2006 Feb,Bundaberg,Other reason,0
2006 Feb,Southern Queensland Country,Holiday,63.303975
2006 Feb,Southern Queensland Country,Visiting friends and relatives,38.782748
2006 Feb,Southern Queensland Country,Business,11.975624
2006 Feb,Southern Queensland Country,Other reason,59.695651
2006 Feb,Fraser Coast,Holiday,25.171708
2006 Feb,Fraser Coast,Visiting friends and relatives,18.062342
2006 Feb,Fraser Coast,Business,62.054409
2006 Feb,Fraser Coast,Other reason,0
2006 Feb,Gold Coast,Holiday,667.44178
2006 Feb,Gold Coast,Visiting friends and relatives,184.382601
2006 Feb,Gold Coast,Business,38.085202
2006 Feb,Gold Coast,Other reason,16.656947
2006 Feb,Mackay,Holiday,14.725965
2006 Feb,Mackay,Visiting friends and relatives,59.308105
2006 Feb,Mackay,Business,15.384925
2006 Feb,Mackay,Other reason,3.681491
2006 Feb,Townsville,Holiday,83.445268
2006 Feb,Townsville,Visiting friends and relatives,38.242346
2006 Feb,Townsville,Business,56.817082
2006 Feb,Townsville,Other reason,13.577886
2006 Feb,Outback Queensland,Holiday,26.083274
2006 Feb,Outback Queensland,Visiting friends and relatives,23.485667
2006 Feb,Outback Queensland,Business,43.150987
2006 Feb,Outback Queensland,Other reason,1.594683
2006 Feb,Sunshine Coast,Holiday,450.150952
2006 Feb,Sunshine Coast,Visiting friends and relatives,202.002644
2006 Feb,Sunshine Coast,Business,11.574302
2006 Feb,Sunshine Coast,Other reason,3.900636
2006 Feb,Tropical North Queensland,Holiday,153.876123
2006 Feb,Tropical North Queensland,Visiting friends and relatives,63.198919
2006 Feb,Tropical North Queensland,Business,38.98987
2006 Feb,Tropical North Queensland,Other reason,88.900818
2006 Feb,Whitsundays,Holiday,149.904648
2006 Feb,Whitsundays,Visiting friends and relatives,43.890714
2006 Feb,Whitsundays,Business,4.208075
2006 Feb,Whitsundays,Other reason,0
2006 Feb,Capricorn,Holiday,14.78481
2006 Feb,Capricorn,Visiting friends and relatives,67.990766
2006 Feb,Capricorn,Business,13.661903
2006 Feb,Capricorn,Other reason,0
2006 Feb,Gladstone,Holiday,36.15157
2006 Feb,Gladstone,Visiting friends and relatives,7.0525
2006 Feb,Gladstone,Business,0
2006 Feb,Gladstone,Other reason,0
2006 Feb,Adelaide,Holiday,84.255786
2006 Feb,Adelaide,Visiting friends and relatives,175.343658
2006 Feb,Adelaide,Business,91.217512
2006 Feb,Adelaide,Other reason,44.761923
2006 Feb,Adelaide Hills,Holiday,2.718212
2006 Feb,Adelaide Hills,Visiting friends and relatives,3.594411
2006 Feb,Adelaide Hills,Business,0
2006 Feb,Adelaide Hills,Other reason,0
2006 Feb,Barossa,Holiday,10.295709
2006 Feb,Barossa,Visiting friends and relatives,3.478784
2006 Feb,Barossa,Business,0
2006 Feb,Barossa,Other reason,0
2006 Feb,Clare Valley,Holiday,16.71137
2006 Feb,Clare Valley,Visiting friends and relatives,9.363743
2006 Feb,Clare Valley,Business,5.22438
2006 Feb,Clare Valley,Other reason,3.77396
2006 Feb,Eyre Peninsula,Holiday,38.34815
2006 Feb,Eyre Peninsula,Visiting friends and relatives,16.543041
2006 Feb,Eyre Peninsula,Business,9.801582
2006 Feb,Eyre Peninsula,Other reason,28.732336
2006 Feb,Fleurieu Peninsula,Holiday,70.192181
2006 Feb,Fleurieu Peninsula,Visiting friends and relatives,47.326373
2006 Feb,Fleurieu Peninsula,Business,0
2006 Feb,Fleurieu Peninsula,Other reason,4.825437
2006 Feb,Limestone Coast,Holiday,40.859047
2006 Feb,Limestone Coast,Visiting friends and relatives,69.1816
2006 Feb,Limestone Coast,Business,32.426649
2006 Feb,Limestone Coast,Other reason,4.92645
2006 Feb,"Murray River, Lakes and Coorong",Holiday,9.393658
2006 Feb,"Murray River, Lakes and Coorong",Visiting friends and relatives,6.506915
2006 Feb,"Murray River, Lakes and Coorong",Business,0
2006 Feb,"Murray River, Lakes and Coorong",Other reason,0.399882
2006 Feb,Riverland,Holiday,25.304832
2006 Feb,Riverland,Visiting friends and relatives,7.818962
2006 Feb,Riverland,Business,9.597168
2006 Feb,Riverland,Other reason,0.999871
2006 Feb,Yorke Peninsula,Holiday,48.251242
2006 Feb,Yorke Peninsula,Visiting friends and relatives,18.529895
2006 Feb,Yorke Peninsula,Business,13.070193
2006 Feb,Yorke Peninsula,Other reason,1.599528
2006 Feb,Flinders Ranges and Outback,Holiday,4.59141
2006 Feb,Flinders Ranges and Outback,Visiting friends and relatives,6.122931
2006 Feb,Flinders Ranges and Outback,Business,11.520867
2006 Feb,Flinders Ranges and Outback,Other reason,6.554622
2006 Feb,Kangaroo Island,Holiday,6.30651
2006 Feb,Kangaroo Island,Visiting friends and relatives,1.589086
2006 Feb,Kangaroo Island,Business,1.67749
2006 Feb,Kangaroo Island,Other reason,0
2006 Feb,Destination Perth,Holiday,190.759416
2006 Feb,Destination Perth,Visiting friends and relatives,329.583765
2006 Feb,Destination Perth,Business,90.146599
2006 Feb,Destination Perth,Other reason,78.552341
2006 Feb,Australia's Golden Outback,Holiday,18.662431
2006 Feb,Australia's Golden Outback,Visiting friends and relatives,54.288672
2006 Feb,Australia's Golden Outback,Business,95.068713
2006 Feb,Australia's Golden Outback,Other reason,0
2006 Feb,Australia's North West,Holiday,48.403506
2006 Feb,Australia's North West,Visiting friends and relatives,19.250132
2006 Feb,Australia's North West,Business,40.468668
2006 Feb,Australia's North West,Other reason,0.866941
2006 Feb,Australia's South West,Holiday,336.602687
2006 Feb,Australia's South West,Visiting friends and relatives,118.726618
2006 Feb,Australia's South West,Business,21.800177
